"report_year","emission","primary_anzsic_class_code","primary_anzsic_class_name","substance_id","air_total_emission_kg"
"2010/2011","CO",1012,"Mineral Exploration",20,28880.61
"2010/2011","CO",1090,"Other Mining Support Services",20,17769.84
"2010/2011","CO",1111,"Meat Processing",20,1094447.19732146
"2010/2011","CO",1112,"Poultry Processing",20,109395.61630314
"2010/2011","CO",1113,"Cured Meat and Smallgoods Manufacturing",20,21073.82891
"2010/2011","CO",1120,"Seafood Processing",20,10932.54
"2010/2011","CO",1131,"Milk and Cream Processing",20,381981.889474
"2010/2011","CO",1132,"Ice Cream Manufacturing",20,5362.6528
"2010/2011","CO",1133,"Cheese and Other Dairy Product Manufacturing",20,870112.53732
"2010/2011","CO",1140,"Fruit and Vegetable Processing",20,167621.22286337
"2010/2011","CO",1150,"Oil and Fat Manufacturing",20,128025.2087014
"2010/2011","CO",1161,"Grain Mill Product Manufacturing",20,152151.8018
"2010/2011","CO",1162,"Cereal, Pasta and Baking Mix Manufacturing",20,36857.4592345
"2010/2011","CO",1171,"Bread Manufacturing (Factory based)",20,33457.6736
"2010/2011","CO",1172,"Cake and Pastry Manufacturing (Factory based)",20,1589.96
"2010/2011","CO",1173,"Biscuit Manufacturing (Factory based)",20,16691.87848
"2010/2011","CO",1181,"Sugar Manufacturing",20,22681264.62908
"2010/2011","CO",1182,"Confectionery Manufacturing",20,37534.85096
"2010/2011","CO",1191,"Potato, Corn and Other Crisp Manufacturing",20,14292.27335
"2010/2011","CO",1192,"Prepared Animal and Bird Feed Manufacturing",20,84858.1156591
"2010/2011","CO",1199,"Other Food Product Manufacturing n.e.c.",20,634178.29044364
"2010/2011","CO",1211,"Soft Drink, Cordial and Syrup Manufacturing",20,59718.675024
"2010/2011","CO",1212,"Beer Manufacturing",20,153676.78027258
"2010/2011","CO",1213,"Spirit Manufacturing",20,17710.62525139
"2010/2011","CO",1214,"Wine and Other Alcoholic Beverage Manufacturing",20,18983.999988
"2010/2011","CO",1220,"Cigarette and Tobacco Product Manufacturing",20,11182.5222
"2010/2011","CO",1311,"Wool Scouring",20,16713.355
"2010/2011","CO",1313,"Synthetic Textile Manufacturing",20,1624.9674
"2010/2011","CO",1331,"Textile Floor Covering Manufacturing",20,13862.1252
"2010/2011","CO",1333,"Cut and Sewn Textile Product Manufacturing",20,3349.4684256
"2010/2011","CO",1334,"Textile Finishing and Other Textile Product Manufacturing",20,31128.50425
"2010/2011","CO",1411,"Log Sawmilling",20,1906770.48769
"2010/2011","CO",1413,"Timber Resawing and Dressing",20,872665.6478412
"2010/2011","CO",1493,"Veneer and Plywood Manufacturing",20,296086.3408
"2010/2011","CO",1494,"Reconstituted Wood Product Manufacturing",20,927401.5553
"2010/2011","CO",1499,"Other Wood Product Manufacturing n.e.c.",20,1278289.10378
"2010/2011","CO",1510,"Pulp, Paper and Paperboard Manufacturing",20,1760909.278528
"2010/2011","CO",1521,"Corrugated Paperboard and Paperboard Container Manufacturing",20,117022.7541
"2010/2011","CO",1529,"Other Converted Paper Product Manufacturing",20,37699.5
"2010/2011","CO",1611,"Printing",20,115811.54768
"2010/2011","CO",1701,"Petroleum Refining and Petroleum Fuel Manufacturing",20,12867688.1715731
"2010/2011","CO",1709,"Other Petroleum and Coal Product Manufacturing",20,893399.2247
"2010/2011","CO",1811,"Industrial Gas Manufacturing",20,60591.69044465
"2010/2011","CO",1812,"Basic Organic Chemical Manufacturing",20,492488.07543
"2010/2011","CO",1813,"Basic Inorganic Chemical Manufacturing",20,9458208.52408
"2010/2011","CO",1821,"Synthetic Resin and Synthetic Rubber Manufacturing",20,265955.6266
"2010/2011","CO",1829,"Other Basic Polymer Manufacturing",20,614.3
"2010/2011","CO",1831,"Fertiliser Manufacturing",20,2690225.129
"2010/2011","CO",1832,"Pesticide Manufacturing",20,11311
"2010/2011","CO",1841,"Human Pharmaceutical and Medicinal Product Manufacturing",20,32306.4010475
"2010/2011","CO",1851,"Cleaning Compound Manufacturing",20,7763.16071
"2010/2011","CO",1852,"Cosmetic and Toiletry Preparation Manufacturing",20,1459.8055
"2010/2011","CO",1892,"Explosive Manufacturing",20,172159.92
"2010/2011","CO",1899,"Other Basic Chemical Product Manufacturing n.e.c.",20,8014.322
"2010/2011","CO",1911,"Polymer Film and Sheet Packaging Material Manufacturing",20,8383.94551
"2010/2011","CO",1912,"Rigid and Semi-Rigid Polymer Product Manufacturing",20,8329.2602
"2010/2011","CO",1913,"Polymer Foam Product Manufacturing",20,12746.34135
"2010/2011","CO",1914,"Tyre Manufacturing",20,1947
"2010/2011","CO",1915,"Adhesive Manufacturing",20,2040
"2010/2011","CO",1916,"Paint and Coatings Manufacturing",20,14302.1823
"2010/2011","CO",1919,"Other Polymer Product Manufacturing",20,36768.74645
"2010/2011","CO",1920,"Natural Rubber Product Manufacturing",20,5612.374
"2010/2011","CO",2010,"Glass and Glass Product Manufacturing",20,375701.08
"2010/2011","CO",2021,"Clay Brick Manufacturing",20,4703377.54488
"2010/2011","CO",2029,"Other Ceramic Product Manufacturing",20,189246.768
"2010/2011","CO",2031,"Cement and Lime Manufacturing",20,8445329.382076
"2010/2011","CO",2032,"Plaster Product Manufacturing",20,1036831.9629
"2010/2011","CO",2033,"Ready-Mixed Concrete Manufacturing",20,14951
"2010/2011","CO",2034,"Concrete Product Manufacturing",20,87531.22064
"2010/2011","CO",2090,"Other Non-Metallic Mineral Product Manufacturing",20,255680.1160578
"2010/2011","CO",2110,"Iron Smelting and Steel Manufacturing",20,259971413.4
"2010/2011","CO",2121,"Iron and Steel Casting",20,252644.5706
"2010/2011","CO",2122,"Steel Pipe and Tube Manufacturing",20,5997.80965
"2010/2011","CO",2131,"Alumina Production",20,4278033.45
"2010/2011","CO",2132,"Aluminium Smelting",20,152926795.48
"2010/2011","CO",2133,"Copper, Silver, Lead and Zinc Smelting and Refining",20,39761166.22
"2010/2011","CO",2139,"Other Basic Non-Ferrous Metal Manufacturing",20,926347.331216
"2010/2011","CO",2141,"Non-Ferrous Metal Casting",20,16721.8455
"2010/2011","CO",2142,"Aluminium Rolling, Drawing, Extruding",20,495851.25955
"2010/2011","CO",2229,"Other Structural Metal Product Manufacturing",20,4300
"2010/2011","CO",2231,"Boiler, Tank and Other Heavy Gauge Metal Container Manufacturing",20,1801.238
"2010/2011","CO",2239,"Other Metal Container Manufacturing",20,35158.43145
"2010/2011","CO",2291,"Spring and Wire Product Manufacturing",20,33020.7112
"2010/2011","CO",2292,"Nut, Bolt, Screw and Rivet Manufacturing",20,1513.582
"2010/2011","CO",2293,"Metal Coating and Finishing",20,1224427.158261
"2010/2011","CO",2299,"Other Fabricated Metal Product Manufacturing n.e.c.",20,2214.3366
"2010/2011","CO",2311,"Motor Vehicle Manufacturing",20,277227.698
"2010/2011","CO",2319,"Other Motor Vehicle Parts Manufacturing",20,81906.70867168
"2010/2011","CO",2393,"Railway Rolling Stock Manufacturing and Repair Services",20,485861.57638
"2010/2011","CO",2394,"Aircraft Manufacturing and Repair Services",20,56182.04
"2010/2011","CO",2412,"Medical and Surgical Equipment Manufacturing",20,427.98
"2010/2011","CO",2439,"Other Electrical Equipment Manufacturing",20,11738.716108
"2010/2011","CO",2441,"Whiteware Appliance Manufacturing",20,5892.666
"2010/2011","CO",2611,"Fossil Fuel Electricity Generation",20,48084776.4549635
"2010/2011","CO",2612,"Hydro-Electricity Generation",20,3841.54406488
"2010/2011","CO",2619,"Other Electricity Generation",20,4306220.2449
"2010/2011","CO",2700,"Gas Supply",20,1003975.01261892
"2010/2011","CO",2812,"Sewerage and Drainage Services",20,1245696.2491
"2010/2011","CO",2921,"Waste Treatment and Disposal Services",20,689451.295396463
"2010/2011","CO",2922,"Waste Remediation and Materials Recovery Services",20,109004.0448165
"2010/2011","CO",3321,"Petroleum Product Wholesaling",20,451570.42
"2010/2011","CO",3323,"Industrial and Agricultural Chemical Product Wholesaling",20,1760
"2010/2011","CO",3504,"Motor Vehicle New Parts Wholesaling",20,17573.72
"2010/2011","CO",4610,"Road Freight Transport",20,25577.316
"2010/2011","CO",4710,"Rail Freight Transport",20,64611.3262
"2010/2011","CO",4820,"Water Passenger Transport",20,18899.8
"2010/2011","CO",5211,"Stevedoring Services",20,226891
"2010/2011","CO",5212,"Port and Water Transport Terminal Operations",20,1018923.20797
"2010/2011","CO",5220,"Airport Operations and Other Air Transport Support Services",20,22493.17890822
"2010/2011","CO",5309,"Other Warehousing and Storage Services",20,46841
"2010/2011","CO",6910,"Scientific Research Services",20,6634.00633
"2010/2011","CO",7291,"Office Administrative Services",20,25218.84
"2010/2011","CO",7510,"Central Government Administration",20,2367.32769
"2010/2011","CO",7600,"Defence",20,9560
"2010/2011","CO",8102,"Higher Education",20,37816.5222446
"2010/2011","CO",8401,"Hospitals (Except Psychiatric Hospitals)",20,190620.6454034
"2010/2011","CO",9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",20,13501.079
"2010/2011","CO",9520,"Funeral, Crematorium and Cemetery Services",20,373.3
"2010/2011","CO",9531,"Laundry and Dry-Cleaning Services",20,38086.0428343
"2010/2011","NH3",143,"Beef Cattle Feedlots (Specialised)",8,36733366.443
"2010/2011","NH3",160,"Dairy Cattle Farming",8,10710
"2010/2011","NH3",171,"Poultry Farming (Meat)",8,7941780.273
"2010/2011","NH3",172,"Poultry Farming (Eggs)",8,2660796.986
"2010/2011","NH3",192,"Pig Farming",8,7704771.116
"2010/2011","NH3",600,"Coal Mining",8,NA
"2010/2011","NH3",802,"Bauxite Mining",8,24000
"2010/2011","NH3",803,"Copper Ore Mining",8,22
"2010/2011","NH3",805,"Mineral Sand Mining",8,124569
"2010/2011","NH3",806,"Nickel Ore Mining",8,202642.574949
"2010/2011","NH3",807,"Silver-Lead-Zinc Ore Mining",8,1.86
"2010/2011","NH3",1111,"Meat Processing",8,NA
"2010/2011","NH3",1112,"Poultry Processing",8,NA
"2010/2011","NH3",1113,"Cured Meat and Smallgoods Manufacturing",8,958
"2010/2011","NH3",1131,"Milk and Cream Processing",8,6300.2
"2010/2011","NH3",1133,"Cheese and Other Dairy Product Manufacturing",8,806
"2010/2011","NH3",1161,"Grain Mill Product Manufacturing",8,40.55
"2010/2011","NH3",1172,"Cake and Pastry Manufacturing (Factory based)",8,3910
"2010/2011","NH3",1199,"Other Food Product Manufacturing n.e.c.",8,NA
"2010/2011","NH3",1212,"Beer Manufacturing",8,6525
"2010/2011","NH3",1320,"Leather Tanning, Fur Dressing and Leather Product Manufacturing",8,NA
"2010/2011","NH3",1334,"Textile Finishing and Other Textile Product Manufacturing",8,3266
"2010/2011","NH3",1510,"Pulp, Paper and Paperboard Manufacturing",8,NA
"2010/2011","NH3",1701,"Petroleum Refining and Petroleum Fuel Manufacturing",8,NA
"2010/2011","NH3",1709,"Other Petroleum and Coal Product Manufacturing",8,30
"2010/2011","NH3",1812,"Basic Organic Chemical Manufacturing",8,158.789
"2010/2011","NH3",1813,"Basic Inorganic Chemical Manufacturing",8,1841086.97
"2010/2011","NH3",1829,"Other Basic Polymer Manufacturing",8,2155.5
"2010/2011","NH3",1831,"Fertiliser Manufacturing",8,354237.9706
"2010/2011","NH3",1841,"Human Pharmaceutical and Medicinal Product Manufacturing",8,43.69
"2010/2011","NH3",1892,"Explosive Manufacturing",8,NA
"2010/2011","NH3",1899,"Other Basic Chemical Product Manufacturing n.e.c.",8,NA
"2010/2011","NH3",1916,"Paint and Coatings Manufacturing",8,989.38
"2010/2011","NH3",2010,"Glass and Glass Product Manufacturing",8,54370.42
"2010/2011","NH3",2031,"Cement and Lime Manufacturing",8,3974.1
"2010/2011","NH3",2032,"Plaster Product Manufacturing",8,2018.22956
"2010/2011","NH3",2090,"Other Non-Metallic Mineral Product Manufacturing",8,186833.43296
"2010/2011","NH3",2110,"Iron Smelting and Steel Manufacturing",8,441081
"2010/2011","NH3",2121,"Iron and Steel Casting",8,380.6
"2010/2011","NH3",2131,"Alumina Production",8,202283.21
"2010/2011","NH3",2139,"Other Basic Non-Ferrous Metal Manufacturing",8,931770
"2010/2011","NH3",2319,"Other Motor Vehicle Parts Manufacturing",8,165
"2010/2011","NH3",2393,"Railway Rolling Stock Manufacturing and Repair Services",8,81.22
"2010/2011","NH3",2611,"Fossil Fuel Electricity Generation",8,NA
"2010/2011","NH3",2811,"Water Supply",8,NA
"2010/2011","NH3",2812,"Sewerage and Drainage Services",8,NA
"2010/2011","NH3",2921,"Waste Treatment and Disposal Services",8,NA
"2010/2011","NH3",3321,"Petroleum Product Wholesaling",8,20646
"2010/2011","NH3",5301,"Grain Storage Services",8,69.70549
"2010/2011","NH3",5309,"Other Warehousing and Storage Services",8,280.42938
"2010/2011","NMVOC",143,"Beef Cattle Feedlots (Specialised)",85,12846.48303696
"2010/2011","NMVOC",171,"Poultry Farming (Meat)",85,650
"2010/2011","NMVOC",192,"Pig Farming",85,56560.4908602
"2010/2011","NMVOC",600,"Coal Mining",85,4268840.09222487
"2010/2011","NMVOC",700,"Oil and Gas Extraction",85,39251885.036429
"2010/2011","NMVOC",801,"Iron Ore Mining",85,1583815.2536877
"2010/2011","NMVOC",802,"Bauxite Mining",85,2420644.4
"2010/2011","NMVOC",803,"Copper Ore Mining",85,392101.90664494
"2010/2011","NMVOC",804,"Gold Ore Mining",85,1317483.3801378
"2010/2011","NMVOC",805,"Mineral Sand Mining",85,304402.015
"2010/2011","NMVOC",806,"Nickel Ore Mining",85,331326.268372
"2010/2011","NMVOC",807,"Silver-Lead-Zinc Ore Mining",85,407079.15437097
"2010/2011","NMVOC",809,"Other Metal Ore Mining",85,335983.1653288
"2010/2011","NMVOC",911,"Gravel and Sand Quarrying",85,164722.8057
"2010/2011","NMVOC",919,"Other Construction Material Mining",85,79287.52168
"2010/2011","NMVOC",990,"Other Non-Metallic Mineral Mining and Quarrying",85,206217.7181328
"2010/2011","NMVOC",1011,"Petroleum Exploration",85,5102.8
"2010/2011","NMVOC",1012,"Mineral Exploration",85,4885.072
"2010/2011","NMVOC",1090,"Other Mining Support Services",85,3062.78
"2010/2011","NMVOC",1111,"Meat Processing",85,106882.588873585
"2010/2011","NMVOC",1112,"Poultry Processing",85,12137.805467873
"2010/2011","NMVOC",1113,"Cured Meat and Smallgoods Manufacturing",85,10014.076375
"2010/2011","NMVOC",1120,"Seafood Processing",85,7549.35
"2010/2011","NMVOC",1131,"Milk and Cream Processing",85,54101.0365294
"2010/2011","NMVOC",1132,"Ice Cream Manufacturing",85,245.84176
"2010/2011","NMVOC",1133,"Cheese and Other Dairy Product Manufacturing",85,96003.037343
"2010/2011","NMVOC",1140,"Fruit and Vegetable Processing",85,8380.821059415
"2010/2011","NMVOC",1150,"Oil and Fat Manufacturing",85,10138.465414
"2010/2011","NMVOC",1161,"Grain Mill Product Manufacturing",85,454429.53456
"2010/2011","NMVOC",1162,"Cereal, Pasta and Baking Mix Manufacturing",85,3933.06358405
"2010/2011","NMVOC",1171,"Bread Manufacturing (Factory based)",85,470188.00991
"2010/2011","NMVOC",1172,"Cake and Pastry Manufacturing (Factory based)",85,106.59
"2010/2011","NMVOC",1173,"Biscuit Manufacturing (Factory based)",85,1115.494454
"2010/2011","NMVOC",1181,"Sugar Manufacturing",85,245095.13815559
"2010/2011","NMVOC",1182,"Confectionery Manufacturing",85,2786.0639825
"2010/2011","NMVOC",1191,"Potato, Corn and Other Crisp Manufacturing",85,1331.26081
"2010/2011","NMVOC",1192,"Prepared Animal and Bird Feed Manufacturing",85,8354.435346996
"2010/2011","NMVOC",1199,"Other Food Product Manufacturing n.e.c.",85,357755.972649638
"2010/2011","NMVOC",1211,"Soft Drink, Cordial and Syrup Manufacturing",85,42670.0089025
"2010/2011","NMVOC",1212,"Beer Manufacturing",85,108437.3084595
"2010/2011","NMVOC",1213,"Spirit Manufacturing",85,595518.79727845
"2010/2011","NMVOC",1214,"Wine and Other Alcoholic Beverage Manufacturing",85,1263316.4333336
"2010/2011","NMVOC",1220,"Cigarette and Tobacco Product Manufacturing",85,1963.5815
"2010/2011","NMVOC",1311,"Wool Scouring",85,1217.4224
"2010/2011","NMVOC",1313,"Synthetic Textile Manufacturing",85,131.03433
"2010/2011","NMVOC",1320,"Leather Tanning, Fur Dressing and Leather Product Manufacturing",85,16703
"2010/2011","NMVOC",1331,"Textile Floor Covering Manufacturing",85,5644.500861
"2010/2011","NMVOC",1333,"Cut and Sewn Textile Product Manufacturing",85,219.00477552
"2010/2011","NMVOC",1334,"Textile Finishing and Other Textile Product Manufacturing",85,16848.9926625
"2010/2011","NMVOC",1411,"Log Sawmilling",85,74800.0978949
"2010/2011","NMVOC",1413,"Timber Resawing and Dressing",85,528699.74638993
"2010/2011","NMVOC",1493,"Veneer and Plywood Manufacturing",85,42359.7534
"2010/2011","NMVOC",1494,"Reconstituted Wood Product Manufacturing",85,790512.7769973
"2010/2011","NMVOC",1499,"Other Wood Product Manufacturing n.e.c.",85,40290.01621123
"2010/2011","NMVOC",1510,"Pulp, Paper and Paperboard Manufacturing",85,304111.44384259
"2010/2011","NMVOC",1521,"Corrugated Paperboard and Paperboard Container Manufacturing",85,40809.228755
"2010/2011","NMVOC",1529,"Other Converted Paper Product Manufacturing",85,3816.2
"2010/2011","NMVOC",1611,"Printing",85,2815053.7824685
"2010/2011","NMVOC",1701,"Petroleum Refining and Petroleum Fuel Manufacturing",85,6250331.4110444
"2010/2011","NMVOC",1709,"Other Petroleum and Coal Product Manufacturing",85,404126.651984
"2010/2011","NMVOC",1811,"Industrial Gas Manufacturing",85,62615.074285
"2010/2011","NMVOC",1812,"Basic Organic Chemical Manufacturing",85,1023850.5341535
"2010/2011","NMVOC",1813,"Basic Inorganic Chemical Manufacturing",85,112233.5081943
"2010/2011","NMVOC",1821,"Synthetic Resin and Synthetic Rubber Manufacturing",85,728207.77527
"2010/2011","NMVOC",1829,"Other Basic Polymer Manufacturing",85,69052
"2010/2011","NMVOC",1831,"Fertiliser Manufacturing",85,62088.76011
"2010/2011","NMVOC",1832,"Pesticide Manufacturing",85,10857.56
"2010/2011","NMVOC",1841,"Human Pharmaceutical and Medicinal Product Manufacturing",85,1261274.08382288
"2010/2011","NMVOC",1851,"Cleaning Compound Manufacturing",85,20298.524252
"2010/2011","NMVOC",1852,"Cosmetic and Toiletry Preparation Manufacturing",85,127.781975
"2010/2011","NMVOC",1892,"Explosive Manufacturing",85,927515.0059
"2010/2011","NMVOC",1899,"Other Basic Chemical Product Manufacturing n.e.c.",85,45222.16292
"2010/2011","NMVOC",1911,"Polymer Film and Sheet Packaging Material Manufacturing",85,722150.1543985
"2010/2011","NMVOC",1912,"Rigid and Semi-Rigid Polymer Product Manufacturing",85,394576.30881
"2010/2011","NMVOC",1913,"Polymer Foam Product Manufacturing",85,1154054.9569575
"2010/2011","NMVOC",1914,"Tyre Manufacturing",85,47780
"2010/2011","NMVOC",1915,"Adhesive Manufacturing",85,90063.0876
"2010/2011","NMVOC",1916,"Paint and Coatings Manufacturing",85,826480.727
"2010/2011","NMVOC",1919,"Other Polymer Product Manufacturing",85,310060.8767515
"2010/2011","NMVOC",1920,"Natural Rubber Product Manufacturing",85,15348.235
